PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,BAC_RESULT,BAC_RESULT VALUE,CELL_PHONE_USE,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,SEASON,SEX_R,SEASON_R,PERSON_TYPE_R,AIRBAG_DEPLOYED_R,INJURY_CLASSIFICATION_R,EJECTION_R
P313892,PASSENGER,4d26a4046bf62e1d7e0b548c09e7fc7b5bbdcfeeefd150e958153826fcbafb0cdeb87c4b58b46e4e50cb18aef527149ba9d9e59a4c452640223ad3116a68ba9b,1342742.0,F,24.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2022-09-04 15:00:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/04/2022 03:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15,1,9,41.909925703,-87.735607307,POINT (-87.735607306789 41.909925703263),POINT (1146948.7996880834 1910333.7007935448),2022,Fall,0.0,4,2,3.0,0.0,0.0
P287987,PASSENGER,165398daa984b3223b1d44a298b0f5c3490db6f90c0950ab14e10b098592b0ecac1f6f08ad97969e8eff2dceffb7be9951f5748fb06f50f265c738ee7fcbf883,1227894.0,F,23.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2022-03-05 18:30:00,30,CLOUDY/OVERCAST,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/05/2022 06:30:00 PM,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18,7,3,41.864084387,-87.646977112,POINT (-87.646977111798 41.86408438684),POINT (1171207.337754408 1893809.730078289),2022,Spring,0.0,2,2,2.0,0.0,0.0
O1459391,DRIVER,b3531f80674e39aa97b445415696e28ce6f1570d00b06bad5d020082e1252e412e5dde1a2a7866326768cbd77d952128e1889a6a9d7e0572f9851a40ded92ddb,1387004.0,F,31.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER PASSING,NOT OBSCURED,NORMAL,,,,TEST REFUSED,,,,2022-11-10 18:00:00,30,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/10/2022 07:01:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18,5,11,41.807776131,-87.739721984,POINT (-87.739721984416 41.807776131284),POINT (1146086.1465507115 1873102.924000213),2022,Fall,0.0,4,1,3.0,0.0,0.0
O1636287,DRIVER,c0c1bbe1ec66748c97cb9a28f08619839106ed3a960c46c5c9447b9924dc0aed015e54cd86b8c1fcf52ade26d88eab8c9751d9e74e4958ade9119c453b7ef462,1557103.0,F,33.0,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,EMOTIONAL,,,,TEST NOT OFFERED,,,,2023-08-10 16:45:00,30,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/10/2023 08:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,8,41.891693353,-87.624013439,POINT (-87.624013439392 41.891693353126),POINT (1177379.3254514765 1903921.2592978156),2023,Summer,0.0,3,1,4.0,0.0,0.0
O1542496,DRIVER,5c8e754078b3ca4cf9aedb76a13ef8ee4dece6c6a3078445a5105463090bbcbb4494a47fdcbf76b522e000704899a09278d3d0982bf312eec1eab1274ce6dc5c,1466905.0,M,22.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-03-25 23:10:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,03/25/2023 11:14:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23,7,3,41.79618008,-87.671789857,POINT (-87.671789856933 41.796180079549),POINT (1164639.0794648468 1869012.6311232385),2023,Spring,1.0,2,1,3.0,0.0,0.0
O1497671,DRIVER,83143420b080959e60cf6f870deeba2b7bce26040dca2b3d4f453f002143636d50958f9b66d5ea5b8ad850538501efe3c7fe5140be9301aa99cd955428a25516,1423784.0,F,52.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-01-12 23:18:00,30,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",01/12/2023 11:18:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23,5,1,41.925564408,-87.64870285,POINT (-87.648702850361 41.925564407599),POINT (1170558.4910708321 1916209.2954871515),2023,Winter,0.0,1,1,2.0,0.0,0.0
O1705315,DRIVER,1886c27df37e7e905075283bf1a0860235bd0c27d2dec96b98cbd819d193a6bed3b3e7c33efd61da3a882a32fcc2d8aec506cca30750eceacaa82612a0cee941,1623180.0,M,20.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-11-17 12:08:00,30,UNKNOWN,UNKNOWN,ANGLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",11/17/2023 01:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,6,11,41.910652294,-87.673741253,POINT (-87.673741253308 41.910652294374),POINT (1163786.5508663405 1910721.8947259753),2023,Fall,1.0,4,1,2.0,0.0,0.0
O1721316,DRIVER,91b80c3335579d661f6ffaa3ad5c506216bf4788d8ac8edf3fca9ded10b042267468ca1abeefd27204798de907ab8c048a60eaecc38589ff7096d0acd3fe85a1,1638568.0,M,64.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-12-12 13:15:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",12/12/2023 02:00:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,3,12,41.733187966,-87.585712698,POINT (-87.585712697936 41.733187965898),POINT (1188310.1724920962 1846251.1649746015),2023,Winter,1.0,1,1,2.0,0.0,0.0
O1495839,DRIVER,84e95f35821aea7cffbfd2e4d263c05c7c749bf4e38e527127978610e9f6d57560929739e37c160d1b57f5907ea4a130897b6f41d359c424ecd95697ecc8e856,1422039.0,M,68.0,"DEPLOYED, COMBINATION",NONE,NONINCAPACITATING INJURY,NONE,OTHER,NORMAL,,,,TEST NOT OFFERED,,,,2023-01-09 16:53:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/09/2023 07:06:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,3,NONINCAPACITATING INJURY,3.0,0.0,0.0,3.0,0.0,1.0,0.0,16,2,1,41.735635329,-87.682650343,POINT (-87.682650342555 41.735635328819),POINT (1161844.5321451742 1846928.028835852),2023,Winter,1.0,1,1,1.0,1.0,0.0
O1558436,DRIVER,2b91189105f9220ac968e6d59d66345b03f42df4e4fe6a226e9bafe447caf7c4da96a53692c2131271cf232991425f6dff0086de88610716cc03ba50dfa3b53d,1482321.0,M,31.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2023-04-19 09:30:00,45,UNKNOWN,UNKNOWN,REAR END,OTHER,,STRAIGHT AND LEVEL,OTHER,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/19/2023 04:45:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9,4,4,41.937725911,-87.63544851,POINT (-87.635448509885 41.937725911425),POINT (1174129.3406704392 1920670.054427545),2023,Spring,1.0,2,1,3.0,0.0,0.0
O1564891,DRIVER,af83b75783c8299c93525f189e23e90fa428a6cc533827cd6f01bb5327eee46cf71350981853c19ac7a5a8a8b7a22059431cdb11acbe3b2d252dbc21bb318f5e,1488591.0,F,23.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-04-28 18:45:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/29/2023 11:25:00 AM,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,6,4,41.923954312,-87.773435998,POINT (-87.773435998398 41.92395431169),POINT (1136618.5598052249 1915376.2476084894),2023,Spring,0.0,2,1,2.0,0.0,0.0
P363916,PASSENGER,ca87617224f6b18d02ecdeb01ee1d54b9e7892eaced99727cf517d5101eb370d7aba7eb19901167cbb6feceec0fe2043df00448c0eb27c0f8f7dda8a19f6b10b,1564583.0,F,68.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2023-08-22 08:05:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/22/2023 08:13:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8,3,8,41.945863368,-87.759519003,POINT (-87.759519002984 41.945863367999),POINT (1140352.4618692547 1923384.9803579433),2023,Summer,0.0,3,2,2.0,0.0,0.0
O1669258,DRIVER,59e6f7e30969b539d1393bfeedcfdb556705aa6225cf51fa19f765b93a323d5263625d4eb64de78f8b6c972958059c0ed82d1870a32ca15dabcf73c9937231ac,1588692.0,F,25.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-09-26 17:15:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/26/2023 05:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,3,9,41.916755814,-87.648302777,POINT (-87.64830277741 41.916755813642),POINT (1170693.0048640156 1913000.2988782271),2023,Fall,0.0,4,1,3.0,0.0,0.0
O1625708,DRIVER,ecf754ed799a84a8685759ab31c1c0ff743a6cbe4b16fa94a4fb22cf258acaa4f3aecccedb2bdf5424cefb46ab6a0c50f96c6ca670f45d2834b66006800cddf0,1547033.0,M,66.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-07-25 22:50:00,30,UNKNOWN,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/26/2023 08:00:00 AM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,3,7,41.845448599,-87.629019469,POINT (-87.629019469209 41.845448599436),POINT (1176154.5695647127 1887058.5118769272),2023,Summer,1.0,3,1,3.0,0.0,0.0
O1519159,DRIVER,1ecc5de646869d76891093d355983d5f36bdf56e175172fa022f4466ee71f16c3e57a9880c8e9413d77100c9e39696b8db98e22c165fec6f66c236cf2de71c82,1444412.0,M,52.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-02-17 08:00:00,20,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,ICE,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",02/17/2023 08:03:00 AM,UNABLE TO DETERMINE,WEATHER,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,6,2,41.801969318,-87.745306884,POINT (-87.745306883575 41.801969318481),POINT (1144578.0069016227 1870976.4916864655),2023,Winter,1.0,1,1,2.0,0.0,0.0
O1500968,DRIVER,f69e4bb27420e26e59c74e52f8a042912dfc12d0894f68f180bb90ec0779a961e790cb0d4fb5b561599807539d3eb061f6d832d921c4774ca345a7a573d47a96,1426972.0,M,25.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER TURN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2023-01-18 17:30:00,30,RAIN,DUSK,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/18/2023 05:47:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,4,1,41.943416608,-87.704390985,POINT (-87.704390984718 41.9434166075),POINT (1155356.2858521324 1922598.596758053),2023,Winter,1.0,1,1,2.0,0.0,0.0
P353000,PASSENGER,7556a4ec61593095b6829c5c387669b23552e6c4c485667c1d59aac91cfe084c4c5c52b5bb4a64d7daf0ede0cf647db66d4a8cd1373db51f4804f8c2dfe074de,1518593.0,F,37.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2023-06-10 20:30:00,30,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",06/11/2023 12:30:00 PM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20,7,6,41.910351754,-87.694604261,POINT (-87.694604260946 41.910351753937),POINT (1158108.5691123472 1910569.3980324054),2023,Summer,0.0,3,2,3.0,0.0,0.0
O1711183,DRIVER,534f6d89ef496c4c15873e3a1e9e32cb8fc2cf4cea4b06b2fb5341c23a5568b496d1920d79c4afda34d36867a90723db9c7a746c5f33601e4075eb993521c2e5,1628836.0,M,55.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER TURN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-11-27 13:30:00,25,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/27/2023 02:30:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,11,41.894029091,-87.628279873,POINT (-87.628279872963 41.894029091289),POINT (1176210.6861746686 1904762.8281321242),2023,Fall,1.0,4,1,3.0,0.0,0.0
O1708873,DRIVER,ace9eb0f38326a9d268531ce912ec67e98b5f30ffd31eee6b21b5ead50249bb3bb885a3545abcace1c26eea7589da29f4043ab0332a8f41dca801db5fc0d6c4e,1626606.0,F,22.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER LANE CHANGE,NOT OBSCURED,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-11-21 11:00:00,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/22/2023 07:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11,3,11,41.92616072,-87.631514665,POINT (-87.631514664826 41.926160719812),POINT (1175234.1586174504 1916464.4079675945),2023,Fall,0.0,4,1,3.0,0.0,0.0
O1605372,DRIVER,5a320313175982e6810cd8c3e46b7f4c14c42d901e5274ea72508c807880b780b1b874d38dce687ca83df3c84bbbfd6ef98ed7c45489bd8cc826693b776e4297,1527606.0,M,60.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-06-23 14:00:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",06/25/2023 04:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,6,6,41.953424282,-87.737785766,POINT (-87.737785765671 41.953424281618),POINT (1146245.7257448388 1926180.5282648134),2023,Summer,1.0,3,1,3.0,0.0,0.0
P373972,PASSENGER,f8018698423065fa81b6ffa7a7532f527fec06d6bc06c6b70e345802383256e8fc118fc9bafbd4cbe18c401694d740ddd69d4f0adca096f73da0c0fdb0e12f14,1608365.0,F,15.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2023-10-25 07:44:00,30,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",10/25/2023 07:48:00 AM,IMPROPER LANE USAGE,NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,3.0,0.0,7,4,10,41.73797378,-87.643525411,POINT (-87.643525410789 41.737973780282),POINT (1172516.3458987507 1847863.2989439517),2023,Fall,0.0,4,2,3.0,0.0,0.0
O1599446,DRIVER,99908a81bfd568228db9e5ee4475c437bb57de1b63fe6230471c31a4791a361004b626cadbd28d4eb026e60c3fc5cbaeaa3199b151c9a2dbaef44608113857ba,1521959.0,M,23.0,"DEPLOYED, SIDE",NONE,"REPORTED, NOT EVIDENT",WRONG WAY/SIDE,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-06-17 00:20:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/17/2023 12:23:00 AM,DRIVING ON WRONG SIDE/WRONG WAY,UNABLE TO DETERMINE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,0.0,0,7,6,41.838517473,-87.729405304,POINT (-87.729405303875 41.838517473119),POINT (1148820.0536122068 1884324.5058001159),2023,Summer,1.0,3,1,6.0,2.0,0.0
O1492992,DRIVER,14f709d7159cb300fdf055d79423421a59ad9003b8fb11cf2223e62ddaf635a36685e93fe0a62784f589b4aa72dbaab0544f0ac7920b066af708166a8afb036d,1419273.0,M,33.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2023-01-03 19:15:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",01/03/2023 07:25:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,3,1,41.967878471,-87.727869494,POINT (-87.727869493751 41.967878471126),POINT (1148905.858819215 1931466.5858539823),2023,Winter,1.0,1,1,2.0,0.0,0.0
O1635173,DRIVER,8ae466561d5cc59893ab76b2d276137e834e8db975005cd3a7081abf53ab8a551bdb181da51f032a5b3c176d1117065459d0f7ab123c82b1180050b5bb21b0dc,1556033.0,M,25.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2023-08-08 19:11:00,30,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",08/08/2023 07:13:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,3,8,41.997052656,-87.707971429,POINT (-87.707971428933 41.99705265559),POINT (1154239.539461199 1942136.674363239),2023,Summer,1.0,3,1,2.0,0.0,0.0
P346285,PASSENGER,fffb6b50c054be082b27c98a488728ddb386c539f9d44bff6eabe000406bc94af37c166eab7c68d474bf46fc2dd9c570947ae79e31a3ad7cf1ce16bafef95879,1490508.0,F,8.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2023-05-02 08:25:00,30,CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",05/02/2023 08:27:00 AM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8,3,5,41.828560544,-87.685043544,POINT (-87.685043544373 41.828560543732),POINT (1160936.04667496 1880784.360970072),2023,Spring,0.0,2,2,2.0,0.0,0.0
O1656166,DRIVER,6d05afceea12f0f7e9f9721738c2749f71eadb2642ee57bd2216216e9056c0696400e120f8469fdd8970c1b26ee8989083007ce8766db7f75f80edc244cc6898,1576174.0,M,42.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2023-09-08 07:22:00,30,CLOUDY/OVERCAST,DAWN,TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",09/08/2023 07:29:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,6,9,41.890299648,-87.624254664,POINT (-87.624254664102 41.89029964799),POINT (1177317.842838215 1903412.850335638),2023,Fall,1.0,4,1,2.0,0.0,0.0
O1621598,DRIVER,80e1e85991a52a21c3f57ef1f8c4cbbc2a5a556b11bf558b5bb1aca80f82cbe1c3f629226b6ce717671c2cf363ccba09f5775af3ceb31cf8c6118e3d75ab3e2b,1543109.0,F,26.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2023-07-19 22:01:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/19/2023 10:02:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,4,7,41.881848979,-87.732940571,POINT (-87.732940571017 41.88184897851),POINT (1147746.2736494045 1900107.628960175),2023,Summer,0.0,3,1,2.0,0.0,0.0
