PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,ADDRESS
O930854,DRIVER,3fb1bae93d0530541b15b9001ff9db6ff9e45756a1bdd9d9442c95cd20a17836a8adfc964984e73a03b3d22afd03eb0183881653d74f86e7c1e15e36826ec4c3,882453.0,F,33.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER LANE CHANGE,NOT OBSCURED,UNKNOWN,,,,,2020-08-02 23:52:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",08/03/2020 12:03:00 AM,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,1,8,41.831243113,-87.616940536,POINT (-87.616940535573 41.831243112549),POINT (1179488.9131582943 1881909.3016985648),2020,400 E 35TH ST
O999515,DRIVER,acbc43f23c2698d90bcdf21464a7860552d2562566d06ac6faddc5ddff66dc6d9f287be7d39e7e0a7de440affcbe400e878964181b5c53a704a25d9cdaa5f6af,947182.0,F,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-11-25 06:35:00,20,FOG/SMOKE/HAZE,DAWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",11/25/2020 06:55:00 AM,WEATHER,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,4,11,41.900958919,-87.619928174,POINT (-87.619928173678 41.900958919109),POINT (1178463.5679459986 1907306.8564226741),2020,1000 N LAKE SHORE DR NB
O857000,DRIVER,f0eeb40f2caa5858ca5ec076b95ef489d16d862faf2cb0df835c3bb92ec4566a375a7cec318da2054059ad25501ca537b6671f3cee011c7be83a5ac62aacb948,813212.0,M,26.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,FATIGUED/ASLEEP,,,,,2020-03-07 04:14:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/07/2020 04:16:00 AM,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,7,3,41.852729864,-87.632890085,POINT (-87.632890084784 41.852729863503),POINT (1175078.294416989 1889703.1591291372),2020,221 W CERMAK RD
O997758,DRIVER,d45bc7f897416de505de4126c3a100dc132e8ef2091888f3c64f9372e555a5e46e1bdbbf8b23884fe8b07d11ec16afe275de389ad94e22be150238de9b750f95,945509.0,F,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER TURN,NOT OBSCURED,NORMAL,,,,,2020-11-21 18:40:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",11/21/2020 06:45:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,7,11,41.702886434,-87.559467457,POINT (-87.559467456929 41.702886433767),POINT (1195573.0084509728 1835272.915499279),2020,2634 E 106TH ST
O945063,DRIVER,98dff79b0f2e255a508ca45c90d8b9d9d4123eb09cec7dcbcc10c7608a6491bc42c2fd3c37535cd5a251e4f994d6b4138fe6b8031b112d053cbb8f8660981a09,895833.0,M,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-08-24 19:30:00,30,CLEAR,DUSK,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",08/24/2020 08:10:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,2,8,41.916994432,-87.755386949,POINT (-87.755386948569 41.916994432183),POINT (1141547.4771847299 1912872.6500264357),2020,5150 W GRAND AVE
O886250,DRIVER,424ee625d9c4a893fc993e1c4973c8a8c8b03abbcdaa99d893fce5b907edea3b81ad647e22f65fb8414d73601d75a9848b08cb86d93a6cf62503dc42cddd7311,840739.0,M,20.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,,2020-05-20 12:50:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",05/20/2020 01:15:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,4,5,41.769258781,-87.610522855,POINT (-87.610522855327 41.769258781089),POINT (1181427.8710741901 1859337.2101541304),2020,6900 S SOUTH CHICAGO AVE
O905436,DRIVER,4369c9be9bba8a55ceb2ee06328a625e73b47475e6b717453e0570d293d4d3b27986b31cef7320470756752de68eeaf00cb8a6563a614303442e6fd2af4cd555,858545.0,F,65.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-06-24 12:58:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",06/24/2020 01:10:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,4,6,41.855412191,-87.710085311,POINT (-87.710085310639 41.855412190534),POINT (1154040.0853824778 1890518.4905826342),2020,1899 S HOMAN AVE
O950708,DRIVER,d9e5c93903d49d33f58462a37ef8eefcc6e2ce1718058532de7a0976951b16c697750111173ebc9928c0f65b6f43cf829ff3c175ab1e5d147bb11e6988086cd9,901198.0,M,47.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-09-02 16:16:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/02/2020 04:17:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,6.0,0.0,16,4,9,41.79529335,-87.703758272,POINT (-87.703758272415 41.795293350415),POINT (1155924.2862375686 1868624.0499532484),2020,5400 S KEDZIE AVE
O879217,DRIVER,0de426509be9d953f30fb82e8c15f7e751c66877473ba906b33e8e63d95106b803206c8a88ba7445f45c9067e63e55de3666cd00ce9d6af8982d58c5fcc6b4e2,834113.0,M,16.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER LANE CHANGE,UNKNOWN,NORMAL,,,,,2020-04-24 14:23:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",05/04/2020 10:50:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,4,41.844864888,-87.690413789,POINT (-87.69041378852 41.84486488751),POINT (1159427.9544535892 1886714.5995295588),2020,2600 W 26TH ST
O929874,DRIVER,faf59a0703a0ee2f89c46b26ae8c0dc2c104d59b34888f536069f7fff12d854924324f91b852eeb14f66aec913dac76823b06d4710cdcf657c64e0533547ced2,881555.0,F,31.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2020-08-01 16:10:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/01/2020 04:17:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,7,8,41.925084655,-87.70708175,POINT (-87.70708174982 41.925084655161),POINT (1154673.0458858516 1915913.0368970614),2020,2409 N KEDZIE BLVD
O880441,DRIVER,232f99418293a34a9d6ff685a5434d5845de0b0dffc5633b4e5a9760f8c7a70e4d9e668e5e3556ec83e3ab1336aa9ca334e8419bf757606cdaef167b9658b61e,835288.0,F,36.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,OTHER,,,,,2020-05-06 23:08:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,L-INTERSECTION,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",05/06/2020 11:08:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,4,5,41.79805218,-87.634454432,POINT (-87.634454431838 41.798052179695),POINT (1174814.1791755862 1869775.3706426267),2020,5300 S SHIELDS AVE
O826445,DRIVER,980465858a69c58386d4904a6490f77b0f8b6c4f0e216ce4acd0aec7aedba288395ef79c61757383ee423e9b5ebd4c9245ca7576decd2b18c3513ba4f343bd7c,784521.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2020-01-21 08:04:00,25,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",01/21/2020 11:30:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,3,1,41.870658705,-87.680131524,POINT (-87.680131524049 41.870658704848),POINT (1162158.0967562746 1896134.9406310292),2020,2157 W BOWLER ST
O952304,DRIVER,6b147fad997097e9685475f318b58e16d9b0a6b99e375dcb52550e2fa12f027342332d7e4290eaca95d03dc3a87ee45521c95848ab0893d81804b3b34ccaa363,902680.0,M,31.0,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,Y,2020-09-05 01:48:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/05/2020 01:49:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1,7,9,41.868820258,-87.742541905,POINT (-87.742541905178 41.868820258079),POINT (1145164.3495425722 1895341.8437024117),2020,4700 W FIFTH AVE
O985423,DRIVER,7b59ce5e699a32fb2216c0c32231aebe13f0fd8bc3c9f3a0da7f02fb93c9b3ca38ca15c65e3997e0f2dde987f374c581cec2169d1166ade8caca6dcebd0a339e,933824.0,M,35.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-10-29 21:35:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,$500 OR LESS,10/29/2020 10:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,5,10,42.002596383,-87.660932205,POINT (-87.660932204503 42.002596382533),POINT (1167010.213276021 1944253.7392212905),2020,6600 N SHERIDAN RD
O881526,DRIVER,73f5892a03b21047b0ea7b3fa1af330ac930b6378c6849f21ecf1604ea461dd7ccd8386a5845eaae47a2adb297c836b9acdb51b706df60e5a21b556d95e5c136,836274.0,M,37.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,UNKNOWN,NORMAL,,,,,2020-05-09 16:00:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,05/09/2020 04:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,7,5,41.954613118,-87.649848652,POINT (-87.649848652254 41.954613117579),POINT (1170162.282579246 1926792.239865827),2020,4000 N CLARENDON AVE
O840218,DRIVER,61f09df7fb6eb171e64d3e0e607ec0a442c209ed78d66fcca99cf3f4d7d97c0cc112243bbac00e0ffb6f5af5bb71d07bdbaf3a843b55373e75722ae2965b98a2,797357.0,F,35.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,,,,,2020-02-11 17:30:00,30,CLEAR,DARKNESS,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",02/11/2020 06:35:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,3,2,41.925201682,-87.672641874,POINT (-87.672641874456 41.925201682479),POINT (1164044.9508785591 1916026.0129803314),2020,1748 W FULLERTON AVE
O945083,DRIVER,fce738fd097bb7375aa242fad213c9a1de595ab10a379f4e994afa324fdf37c2d7335c786247e8ed240de689aa8d044bff952a27f130e774f0fc7f44721f7db6,895852.0,M,52.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,UNKNOWN,,,,,2020-08-24 18:30:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",08/24/2020 08:34:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,2,8,41.925018423,-87.669892533,POINT (-87.669892533399 41.925018423048),POINT (1164793.6534827035 1915965.0097393238),2020,1645 W FULLERTON AVE
O913882,DRIVER,bda7eb7fef21d5cfc165e10c38b5ad3abdf07fce98af143f34cfee665c87ba369c788d8e6025bad9f54ebc88dc1ef84286f2a61bc3ed8443982196c4f6b4b5da,866403.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,Y,2020-07-06 07:45:00,30,CLEAR,DAWN,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/07/2020 04:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,2,7,41.750183724,-87.598946412,POINT (-87.598946411643 41.750183724396),POINT (1184645.2062879938 1852413.165163652),2020,7939 S DOBSON AVE
O1014739,DRIVER,e8c15dcc5ac3afcd5b10ed0a8338e540ad477a91e8bfcb36c224d0e22f139186c4a894cce836047d33cd23f24689d9603d00e0bd2550401731221ed0aa9ebfd4,961695.0,M,24.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,,2020-12-25 23:01:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO SIDE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",12/25/2020 11:14:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23,6,12,41.88102619,-87.711136648,POINT (-87.711136648394 41.881026190259),POINT (1153686.0194761506 1899850.098956965),2020,3400 W MADISON ST
O881846,DRIVER,bef6567685cfa52c698fd0285d1abd9bc7ed30de1708da560fe21d9c9ebe3100123e4e34b5b7f507b1dfb6c80c12bdb57a0c60951f79332db90bb2100cdc3ea1,836585.0,X,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2020-05-08 21:00:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",05/10/2020 10:50:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21,6,5,41.692100123,-87.65465791,POINT (-87.654657910416 41.692100122694),POINT (1169609.7448611623 1831123.301597836),2020,1301 W 111TH ST
O991256,DRIVER,5b6752dd0a194ee11a8a8e8ab2ced48eac39842cef9a3869046eb4b3d4985182c203fa65603dcc3f3ad879ea5d48dd4a656d4b6d52ddf6e6caed72045d6b1901,939365.0,M,35.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,,2020-11-06 14:30:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/09/2020 10:35:00 AM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,11,42.011821608,-87.806779126,POINT (-87.806779125826 42.011821607611),POINT (1127347.8646718867 1947337.909379715),2020,7202 W TOUHY AVE
O968117,DRIVER,7b1f3394dd70148770ccfbebeba6cb2153f01caad33b4e1fd90125996e63d18ad9abe51d7e92c946e6c6632e3e99f11db1d7306cc0d17baf7b68baedce19ddd9,917510.0,F,30.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-09-30 11:28:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,"OVER $1,500",09/30/2020 06:25:00 PM,IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11,4,9,41.736526636,-87.605812683,POINT (-87.605812682882 41.736526636405),POINT (1182813.640571807 1847420.7294313083),2020,737 E 87TH ST
O837999,DRIVER,53c4cd5ae6d699207f0a311b562dbac5da5bcb480479538fefd6d2cabeccf4fb4d4d27d574e3e452e0e16767d3153c67638123351bceabe2f2f30a93144af701,795254.0,F,33.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,IMPROPER TURN,PARKED VEHICLES,NORMAL,,,,,2020-02-08 08:42:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",02/08/2020 08:52:00 AM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,7,2,41.954033754,-87.707406038,POINT (-87.707406037866 41.954033753871),POINT (1154507.7705448142 1926461.5116759732),2020,3144 W IRVING PARK RD
O939223,DRIVER,fefecb899de4d9f0023d43ca9692fec15ba5755190db3de19e4e681e612aef38454d7fd97ca46623c75255d5db4a68be01c808508b7ab3db619a8ba256102784,890346.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,EVADING POLICE VEHICLE,UNKNOWN,UNKNOWN,,,,,2020-07-31 04:33:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,OTHER,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",07/31/2020 04:33:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING ON WRONG SIDE/WRONG WAY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4,6,7,41.744057898,-87.60630786,POINT (-87.606307860067 41.744057897629),POINT (1182655.305428224 1850163.9087114835),2020,726 E 83RD ST
O845192,DRIVER,4c3a7af6a65db48148c8d1e1af26dbad8ea21abce04481bcab1f3a610ddab1dfb11be4a288e65167a3754f814ec8c8a9e3fda44e8650028f496947cb22dd5f0c,802085.0,F,29.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,WRONG WAY/SIDE,NOT OBSCURED,NORMAL,,,,,2020-02-18 12:00:00,20,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",02/18/2020 12:01:00 PM,EQUIPMENT - VEHICLE CONDITION,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,3,2,41.825542803,-87.618395821,POINT (-87.618395820825 41.825542802515),POINT (1179109.5874786063 1879828.826876105),2020,3800 S CALUMET AVE
O928163,DRIVER,41842ed7ce1d1c747c08dd6debbe15e397f4056e8185fe254c97fcedef02adf216ece7deacdb2f98d81a455da64005a26bc486a072c74e81253358b1d9df0cab,879964.0,F,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-07-29 14:30:00,30,CLEAR,DAWN,TURNING,FOUR WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",07/30/2020 11:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,4,7,41.723339311,-87.585290971,POINT (-87.585290970958 41.723339311399),POINT (1188456.4697704648 1842663.412724606),2020,9424 S STONY ISLAND AVE
P221659,PASSENGER,7c08be044c06d6528efdf6e2c711f2009942e3cb7ded902a3bcb3b29661bbfe5ffec4b0578ecb59892b84abe3f4154578175b8bbb487a31e79aa6ef554fc0768,923378.0,F,29.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2020-10-10 14:00:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",10/10/2020 03:05:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,5.0,0.0,14,7,10,41.830187255,-87.685177925,POINT (-87.685177925102 41.830187255269),POINT (1160894.949857176 1881376.8511128807),2020,3500 S WESTERN AVE
O859205,DRIVER,bb0d8cd9181908e47a5b735aab8e37fa6dedcfd439f41b6a9570c6609b54ac5457c36e9dd64f7cc9558620e8fe6efc85d5a27b8d43074d19b36eb87a8bb476e1,815307.0,M,45.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,PARKED VEHICLES,NORMAL,,,,,2020-03-10 10:00:00,30,RAIN,DAYLIGHT,TURNING,T-INTERSECTION,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",03/10/2020 10:15:00 AM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,3,3,41.978783657,-87.654894866,POINT (-87.654894866009 41.978783656648),POINT (1168719.9283371868 1935589.1851188885),2020,5319 N SHERIDAN RD
O906774,DRIVER,9b9756e182d27d6635b7bcaffeacf3099e5b2a6d5f5a4907bc01a6c6daf906dfdd5e5a2ca4feaac714c0c8f30d21dd14623d52d5a3b506fe84f10239a9536c59,859801.0,F,23.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-06-25 23:45:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",06/26/2020 03:30:00 PM,PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23,5,6,41.751636269,-87.566378121,POINT (-87.56637812136 41.751636269168),POINT (1193527.5924530323 1853019.9978056718),2020,7900 S YATES BLVD
O858964,DRIVER,0827be050384cdf28c5f79a7e7a10db2a7b1977ed5fda6aae7f0f308837dbc4a91e6b488a5a826f6339e90c6c66cb01b9e51071b226e99b6df78393159e49a0e,815063.0,X,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2020-03-09 20:27:00,30,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",03/09/2020 08:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,20,2,3,41.882117633,-87.627673612,POINT (-87.627673612189 41.882117633495),POINT (1176411.4448564872 1900423.6529468899),2020,1 N STATE ST
